Date,open,high,low,close,volume,dividends,stock splits
2023-08-01 00:00:00+08:00,363.43774955503403,366.8163209320397,346.06223961614796,359.0938720703125,14212049,0.0,0.0
2023-08-02 00:00:00+08:00,356.68060931658187,361.0244868319394,345.57958899955696,348.9581604003906,9245603,0.0,0.0
2023-08-04 00:00:00+08:00,348.9581428654286,352.3367140964908,339.78773523825964,349.4407958984375,5780277,0.0,0.0
2023-08-07 00:00:00+08:00,348.9581497748371,362.95508800923585,345.09692543431333,357.6459045410156,6803585,0.0,0.0
2023-08-08 00:00:00+08:00,357.6459248725404,362.9551086425781,347.9928634724718,362.9551086425781,5628335,0.0,0.0
2023-08-09 00:00:00+08:00,375.98672726915504,375.98672726915504,359.0938704598862,365.85101318359375,18853014,0.0,0.0
2023-08-10 00:00:00+08:00,357.16326067858506,360.05917900841143,340.2704037545979,355.7153015136719,11384319,0.0,0.0
2023-08-11 00:00:00+08:00,358.6112067595772,362.9550840958305,350.40610512443214,355.2326354980469,6110091,0.0,0.0
2023-08-14 00:00:00+08:00,350.40612159585055,366.8163256375295,349.92346853580113,358.1285705566406,15316072,0.0,0.0
2023-08-15 00:00:00+08:00,366.81632222757713,376.4693833388291,366.81632222757713,371.6428527832031,15105251,0.0,0.0
2023-08-16 00:00:00+08:00,366.33366388166667,375.9867248535156,363.92039863870446,375.9867248535156,11274057,0.0,0.0
2023-08-17 00:00:00+08:00,372.6081654646799,379.84796142578125,369.229594016166,379.84796142578125,10421625,0.0,0.0
2023-08-18 00:00:00+08:00,385.1571431159973,385.1571431159973,365.8510206540426,370.67755126953125,10067141,0.0,0.0
2023-08-21 00:00:00+08:00,369.22958294962353,377.43468479294853,368.7469299000162,372.608154296875,7387456,0.0,0.0
2023-08-22 00:00:00+08:00,377.43467414952534,383.22651058148733,372.12549075356014,381.2958984375,12819241,0.0,0.0
2023-08-23 00:00:00+08:00,383.7091808066006,403.4979561689536,378.8826502304169,400.119384765625,20836270,0.0,0.0
2023-08-24 00:00:00+08:00,417.0122252847547,422.80406174704297,400.11936893641393,413.1510009765625,21929613,0.0,0.0
2023-08-25 00:00:00+08:00,401.0846824738362,411.22039647136995,391.9142745713056,398.6714172363281,12902376,0.0,0.0
2023-08-28 00:00:00+08:00,399.6367296006944,401.08468876591434,380.3306073977623,390.948974609375,10066538,0.0,0.0
2023-08-29 00:00:00+08:00,395.775505160108,398.67142349054785,386.122444058642,390.948974609375,5843350,0.0,0.0
2023-08-30 00:00:00+08:00,399.63673904456806,402.0500043769628,387.5704123825944,389.01837158203125,6411354,0.0,0.0
2023-08-31 00:00:00+08:00,384.6744811632618,389.0183586167993,382.2612159112966,388.53570556640625,8392473,0.0,0.0
2023-09-01 00:00:00+08:00,393.8448852539063,394.8101913452149,385.15713043212895,386.1224365234375,4961984,0.0,0.0
2023-09-04 00:00:00+08:00,388.0530487060547,389.5010078430176,381.29590606689453,386.1224365234375,3890842,0.0,0.0
2023-09-05 00:00:00+08:00,384.19182125808015,386.1224334252062,368.7469239210719,380.3305969238281,6250716,0.0,0.0
2023-09-06 00:00:00+08:00,383.22651749886245,393.36223143774924,381.2959053200269,389.5010070800781,5150946,0.0,0.0
