Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00+08:00,492.68262322269265,501.97852177406423,490.82344351241835,498.2601623535156,38770328,0.0,0.0
2021-01-05 00:00:00+08:00,498.26025886113354,503.8377990722656,497.3306688259449,503.8377990722656,34411866,0.0,0.0
2021-01-06 00:00:00+08:00,515.9224188132364,515.9224188132364,502.90815959992955,510.3448791503906,53030554,0.0,0.0
2021-01-07 00:00:00+08:00,514.9927135906388,529.8661493622096,514.0631238549157,525.2182006835938,51166782,0.0,0.0
2021-01-08 00:00:00+08:00,539.1619873046875,539.1619873046875,530.795680605132,539.1619873046875,59563555,0.0,0.0
2021-01-11 00:00:00+08:00,536.3734242687486,542.8805541992188,533.5846542985472,542.8805541992188,48810990,0.0,0.0
2021-01-12 00:00:00+08:00,541.9510354495492,554.9652970212366,541.0214453372859,549.3877563476562,50232426,0.0,0.0
2021-01-13 00:00:00+08:00,553.1060170575607,562.4019165039062,551.2468371682916,562.4019165039062,62662393,0.0,0.0
2021-01-14 00:00:00+08:00,545.6692503851814,554.9651490288812,545.6692503851814,550.3171997070312,75288477,0.0,0.0
2021-01-15 00:00:00+08:00,577.2753308085157,580.9936904272502,558.6835327148438,558.6835327148438,92010500,0.0,0.0
2021-01-18 00:00:00+08:00,565.1905760914333,565.1905760914333,552.1763194051174,564.260986328125,45726476,0.0,0.0
2021-01-19 00:00:00+08:00,574.4865956283642,587.5008550762559,569.8386458255458,582.8529052734375,50672866,0.0,0.0
2021-01-20 00:00:00+08:00,588.4303233221841,604.2333493829695,586.5711437856212,601.444580078125,82066422,0.0,0.0
2021-01-21 00:00:00+08:00,594.9376044762258,631.1916147489959,594.9376044762258,625.6140747070312,89019137,0.0,0.0
2021-01-22 00:00:00+08:00,603.3038330078125,618.1772711097,603.3038330078125,603.3038330078125,125179403,0.0,0.0
2021-01-25 00:00:00+08:00,596.7966673069091,600.5150266047715,581.9232301154597,588.4303588867188,93050133,0.0,0.0
2021-01-26 00:00:00+08:00,587.5007937537986,594.9375126620746,567.0498167560398,573.5569458007812,100153482,0.0,0.0
2021-01-27 00:00:00+08:00,574.4864621046113,580.9935903161522,567.9793338930704,571.6976928710938,59985191,0.0,0.0
2021-01-28 00:00:00+08:00,557.7539428101602,565.190662047629,555.894763000793,558.6835327148438,96447533,0.0,0.0
2021-01-29 00:00:00+08:00,575.4162794910308,575.4162794910308,549.3877563476562,549.3877563476562,90745237,0.0,0.0
2021-02-01 00:00:00+08:00,553.1059332565083,568.90895992098,545.6692148261687,567.9793701171875,67462398,0.0,0.0
2021-02-02 00:00:00+08:00,584.7118416315393,593.078147791609,578.2047146181517,587.5006103515625,78429188,0.0,0.0
2021-02-03 00:00:00+08:00,593.0783821227059,596.7967418852306,585.6416625976562,585.6416625976562,48738970,0.0,0.0
2021-02-04 00:00:00+08:00,581.9233153128738,587.5008550762559,576.3457755494916,582.8529052734375,46371900,0.0,0.0
2021-02-05 00:00:00+08:00,593.078147791609,595.8669165116322,586.5710207782214,587.5006103515625,53267273,0.0,0.0
2021-02-17 00:00:00+08:00,616.3180541992188,620.9660033259097,613.5292847232041,616.3180541992188,107614290,0.0,0.0
2021-02-18 00:00:00+08:00,617.24765625,618.17724609375,609.8109375,613.529296875,53109010,0.0,0.0
2021-02-19 00:00:00+08:00,609.8110111915261,610.7406011476107,601.4447015867643,606.0926513671875,50279585,0.0,0.0
2021-02-22 00:00:00+08:00,613.529296875,615.3884765624999,604.2333984375,604.2333984375,36474610,0.0,0.0
2021-02-23 00:00:00+08:00,595.8671264648438,597.7263062666061,588.4304072577943,595.8671264648438,50076333,0.0,0.0
2021-02-24 00:00:00+08:00,582.8528932617187,591.219202734375,580.9937133789062,580.9937133789062,66206750,0.0,0.0
2021-02-25 00:00:00+08:00,591.219140625,591.219140625,583.782421875,590.28955078125,43231417,0.0,0.0
2021-02-26 00:00:00+08:00,567.9793699157514,574.4864985399907,563.3314208984375,563.3314208984375,111861175,0.0,0.0
2021-03-02 00:00:00+08:00,577.2753178638778,578.2049077477166,566.1202392578125,566.1202392578125,54041533,0.0,0.0
2021-03-03 00:00:00+08:00,566.1201072766466,578.2047729492188,558.6833899396793,578.2047729492188,48252965,0.0,0.0
2021-03-04 00:00:00+08:00,566.1202519523125,567.9794317616797,558.6835327148438,558.6835327148438,67711962,0.0,0.0
2021-03-05 00:00:00+08:00,546.598863953957,562.4018923335782,542.8805043352226,558.6835327148438,79918467,0.0,0.0
2021-03-08 00:00:00+08:00,565.1906125888378,567.0497922355116,555.8947143554688,555.8947143554688,43219772,0.0,0.0
2021-03-09 00:00:00+08:00,543.8099985843946,553.1058959960938,543.8099985843946,553.1058959960938,68768861,0.0,0.0
2021-03-10 00:00:00+08:00,558.6834469384684,558.6834469384684,551.2467288427816,554.965087890625,40146301,0.0,0.0
2021-03-11 00:00:00+08:00,554.0355707679084,568.9090089093288,553.1059808840697,566.1202392578125,54416046,0.0,0.0
2021-03-12 00:00:00+08:00,571.6977783600748,574.4865480106117,566.1202390590009,570.7681884765625,33168846,0.0,0.0
2021-03-15 00:00:00+08:00,570.7681395285649,570.7681395285649,566.1201905096026,567.9793701171875,27416758,0.0,0.0
2021-03-16 00:00:00+08:00,567.0497318037571,569.8385009765625,564.2609626309518,569.8385009765625,36949425,0.0,0.0
2021-03-17 00:00:00+08:00,571.2386563534768,571.2386563534768,561.9046913803808,563.771484375,39517807,2.5,0.0
2021-03-18 00:00:00+08:00,565.6383717685839,568.4385617278343,561.90478515625,561.90478515625,29415526,0.0,0.0
2021-03-19 00:00:00+08:00,554.4376412793464,558.1712280893083,551.637451171875,551.637451171875,70866028,0.0,0.0
2021-03-22 00:00:00+08:00,548.8372281928489,558.1711946587137,546.970434899676,553.5042114257812,34089033,0.0,0.0
2021-03-23 00:00:00+08:00,557.2378120807685,562.8381921016809,553.5042254001604,554.4376220703125,29374037,0.0,0.0
2021-03-24 00:00:00+08:00,532.9693703121609,543.2367312113444,532.9693703121609,537.6363525390625,107253959,0.0,0.0
2021-03-25 00:00:00+08:00,533.9028740658968,542.3034437627377,532.036080799932,536.7030639648438,67833354,0.0,0.0
2021-03-26 00:00:00+08:00,543.2367466813427,552.5707114009534,541.3699537374206,550.7039184570312,36829858,0.0,0.0
2021-03-29 00:00:00+08:00,559.1044921875,561.904681630843,556.3043027441569,559.1044921875,37884733,0.0,0.0
2021-03-30 00:00:00+08:00,560.0379215413003,560.0379215413003,552.5707492540829,557.2377319335938,33099123,0.0,0.0
2021-03-31 00:00:00+08:00,556.3043160901565,557.2377125936634,547.9037475585938,547.9037475585938,38790886,0.0,0.0
2021-04-01 00:00:00+08:00,558.1711985439161,561.90478515625,554.4376119315822,561.90478515625,43091157,0.0,0.0
2021-04-07 00:00:00+08:00,573.1054119172643,573.1054119172643,567.5050332991804,569.371826171875,24603109,0.0,0.0
2021-04-08 00:00:00+08:00,565.6383429024776,572.172119140625,562.8381530861287,572.172119140625,23976625,0.0,0.0
2021-04-09 00:00:00+08:00,576.8389976626537,576.8389976626537,568.4384297355276,569.371826171875,27303862,0.0,0.0
2021-04-12 00:00:00+08:00,571.2386706643853,572.1720671850787,562.8381019781443,564.7048950195312,22606128,0.0,0.0
2021-04-13 00:00:00+08:00,563.7714984988378,572.1720671850787,563.7714984988378,564.7048950195312,25971622,0.0,0.0
2021-04-14 00:00:00+08:00,567.5050615298203,571.2386474609375,560.0378896675858,571.2386474609375,30077913,0.0,0.0
2021-04-15 00:00:00+08:00,571.2386247822849,577.7723999023438,566.5716425536715,577.7723999023438,33530942,0.0,0.0
2021-04-16 00:00:00+08:00,569.371826171875,570.3052226082224,562.8380511174437,569.371826171875,48507383,0.0,0.0
2021-04-19 00:00:00+08:00,564.7049279157598,566.5717210658945,560.9713416154902,562.838134765625,24231637,0.0,0.0
2021-04-20 00:00:00+08:00,558.1711985439161,561.90478515625,555.3710085846657,561.90478515625,34771635,0.0,0.0
2021-04-21 00:00:00+08:00,559.1045771418391,559.1045771418391,552.57080078125,552.57080078125,38458220,0.0,0.0
2021-04-22 00:00:00+08:00,556.3044346843274,558.1712280893083,551.637451171875,551.637451171875,33868521,0.0,0.0
2021-04-23 00:00:00+08:00,552.5708186254153,561.90478515625,550.7040253192483,561.90478515625,27754511,0.0,0.0
2021-04-26 00:00:00+08:00,564.7048439901383,569.371826171875,562.8380511174437,569.371826171875,30887664,0.0,0.0
2021-04-27 00:00:00+08:00,567.5050332991804,570.3052226082224,564.7048439901383,569.371826171875,26317481,0.0,0.0
2021-04-28 00:00:00+08:00,565.6383717685839,567.5051650747508,560.9713885031665,561.90478515625,24024054,0.0,0.0
2021-04-29 00:00:00+08:00,568.4384713745118,568.4384713745118,560.0379028320312,560.0379028320312,31828333,0.0,0.0
2021-05-03 00:00:00+08:00,555.3709956577846,557.2377889204998,548.8372192382812,548.8372192382812,41762441,0.0,0.0
2021-05-04 00:00:00+08:00,548.8372610644036,554.4376412793464,543.2368808494607,551.637451171875,40273595,0.0,0.0
2021-05-05 00:00:00+08:00,554.4375563401442,554.4375563401442,546.0369873046875,546.0369873046875,29254785,0.0,0.0
2021-05-06 00:00:00+08:00,550.7039370691147,550.7039370691147,541.369972034045,547.9037475585938,30725590,0.0,0.0
2021-05-07 00:00:00+08:00,554.4375097819282,560.0378886686143,549.7705273763564,559.1044921875,28075722,0.0,0.0
2021-05-10 00:00:00+08:00,556.3043447083245,557.2377412598485,548.8371722961322,549.7705688476562,20434079,0.0,0.0
2021-05-11 00:00:00+08:00,540.436531775052,541.3699282029881,532.0359639236264,532.9693603515625,59349193,0.0,0.0
2021-05-12 00:00:00+08:00,529.2360488891601,532.9696365356446,483.4996002197266,522.7022705078125,131741482,0.0,0.0
2021-05-13 00:00:00+08:00,510.56805419921875,525.502403133748,504.9676733487703,510.56805419921875,66765627,0.0,0.0
2021-05-14 00:00:00+08:00,518.9685198854073,524.5688995964009,515.2349334114116,519.9019165039062,37533726,0.0,0.0
2021-05-17 00:00:00+08:00,507.7678307149363,520.8353851818648,504.967640472023,512.434814453125,56270958,0.0,0.0
2021-05-18 00:00:00+08:00,525.5022629957932,534.8362285907452,518.0350905198317,533.90283203125,43689316,0.0,0.0
2021-05-19 00:00:00+08:00,532.9694874812266,533.9028841318067,527.3691075777461,529.2359008789062,28908777,0.0,0.0
2021-05-20 00:00:00+08:00,529.2359008789062,532.9694874812266,522.7021243248457,529.2359008789062,29709287,0.0,0.0
2021-05-21 00:00:00+08:00,533.9027242344296,538.5697060896256,530.1691387502727,534.8361206054688,27376731,0.0,0.0
2021-05-24 00:00:00+08:00,532.0359823737346,533.9027752943442,528.3023965325153,530.169189453125,15629736,0.0,0.0
2021-05-25 00:00:00+08:00,537.6363904373928,545.103562526801,534.8362009038647,544.170166015625,33039911,0.0,0.0
2021-05-26 00:00:00+08:00,547.9037804236779,548.8371769831731,542.3034010667067,546.0369873046875,18703987,0.0,0.0
2021-05-27 00:00:00+08:00,541.3699623973099,543.2367553710938,534.8361869890665,543.2367553710938,62169719,0.0,0.0
2021-05-28 00:00:00+08:00,547.903729041148,552.5707114009534,543.2367466813427,550.7039184570312,29086873,0.0,0.0
2021-05-31 00:00:00+08:00,555.3709388617895,557.2377319335938,550.7039561822786,557.2377319335938,30657474,0.0,0.0
2021-06-01 00:00:00+08:00,558.171142578125,559.1045391376202,555.3709528996394,558.171142578125,17818326,0.0,0.0
2021-06-02 00:00:00+08:00,560.037954634979,560.037954634979,553.5041784975709,555.3709716796875,21872755,0.0,0.0
2021-06-03 00:00:00+08:00,560.0378458931942,560.0378458931942,556.3042602539062,556.3042602539062,21077164,0.0,0.0
2021-06-04 00:00:00+08:00,551.6373853154543,555.3709716796875,550.703988724396,555.3709716796875,15756180,0.0,0.0
2021-06-07 00:00:00+08:00,554.4375940271326,555.3709906500738,544.1702311747783,552.57080078125,17077625,0.0,0.0
2021-06-08 00:00:00+08:00,550.7039653991802,555.3709481568004,548.8371722961322,549.7705688476562,13396324,0.0,0.0
2021-06-09 00:00:00+08:00,546.9703979492188,548.8371911162809,544.1702081986255,546.9703979492188,20023490,0.0,0.0
2021-06-10 00:00:00+08:00,551.6373203385851,559.1044921875,547.9037344141277,559.1044921875,28527745,0.0,0.0
2021-06-11 00:00:00+08:00,561.90478515625,562.8381818093335,560.037991850083,561.90478515625,24227710,0.0,0.0
2021-06-15 00:00:00+08:00,566.5717443707346,568.4385375976562,565.6383477572737,568.4385375976562,26012250,0.0,0.0
2021-06-16 00:00:00+08:00,567.5050845816115,567.5050845816115,564.7048950195312,564.7048950195312,25856919,0.0,0.0
2021-06-17 00:00:00+08:00,563.2990643088967,567.9854125976562,560.487255335641,567.9854125976562,22872361,2.5,0.0
2021-06-18 00:00:00+08:00,569.8598090277778,569.8598090277778,563.2989230685764,565.1734619140625,32652017,0.0,0.0
2021-06-21 00:00:00+08:00,552.988925102849,556.7380025611733,546.4280395507812,546.4280395507812,44279632,0.0,0.0
2021-06-22 00:00:00+08:00,548.3027083980995,551.1145171591155,541.7418212890625,541.7418212890625,27823974,0.0,0.0
2021-06-23 00:00:00+08:00,546.4280601693803,560.4871011685925,544.5535213694853,557.67529296875,34392376,0.0,0.0
